platform,totalShows,movies,series,subscribers_mil,revenue_bil,genre,genre_count,market_share_pct,yearly_growth_count,originalContent_pct,userRating,criticalAcclaim_pct,globalReach_pct,contentDiversity_pct,dailyActiveUsers_mil,avgWatchTime_hrs,retention_pct,satisfaction_rating,ageGroup,ageGroup_pct,country,country_rating,country_subscribers,avgBudget_mil,originalBudget_mil,totalSpend_bil,month,monthly_releases,avgWatchTimeByGenre_mins
Disney+,14037,5547,1426,65,15.48,Action,126,51.47,17385,78.75,8.61,80,100,72,90,2.31,75,4.76,25-34,7,Australia,7.85,8189006,6.01,25.78,18.52,Jan,17,73
Disney+,15715,4799,3527,141,21.36,Romance,1475,10.27,9878,76.94,6.91,87,95,73,90,1.19,80,3.44,45-54,33,Japan,8.4,13765119,16.06,10.9,16.24,Mar,50,34
Disney+,9226,3810,2669,86,32.66,Romance,1940,55.81,5764,90.15,7.59,87,91,100,83,3.62,92,4.33,55+,10,Canada,8.0,48423010,11.98,19.44,16.68,Jun,47,65
Netflix,12559,7509,267,203,20.99,Animation,457,51.43,16906,86.24,8.19,85,88,70,88,1.14,88,4.74,25-34,9,United States,7.09,40520048,5.14,21.18,8.35,Aug,16,37
Netflix,6939,14023,722,147,33.2,Horror,144,32.88,5972,71.51,8.12,90,78,94,62,1.18,74,3.43,45-54,18,South Korea,7.74,37997059,14.44,22.48,13.44,Aug,18,45
Disney+,15741,10026,3762,71,10.97,Comedy,1597,13.4,17550,73.73,6.48,80,88,68,65,1.9,80,3.99,35-44,15,United States,8.19,51946382,14.71,11.03,13.13,May,22,60
Netflix,1329,5616,3762,129,15.04,Horror,518,47.71,13813,73.88,8.67,60,89,75,88,1.44,97,4.23,25-34,31,Japan,8.18,44188091,11.7,27.22,11.59,Sep,8,54
Disney+,11459,10629,1882,154,34.62,Drama,1816,8.91,3735,73.12,9.22,62,92,61,80,4.14,96,4.63,25-34,13,India,8.21,56507306,10.2,22.82,18.62,Apr,21,63
Netflix,12839,11666,1887,158,17.28,Horror,1312,24.99,4376,71.25,8.09,87,81,81,54,2.86,90,4.78,35-44,14,United States,7.62,48312388,5.98,17.78,10.18,Nov,17,47
Netflix,7248,14095,1682,146,8.72,Horror,404,38.99,6970,79.18,8.18,84,74,90,82,1.89,81,4.38,55+,11,South Korea,8.04,26172135,16.49,26.89,5.38,Jan,49,41
Netflix,13990,3765,4596,224,29.04,Animation,1469,15.51,3439,66.41,8.85,63,85,99,69,2.76,90,4.1,25-34,32,France,7.95,40883814,5.0,28.26,12.62,Feb,28,51
Amazon Prime,3053,8203,1066,164,8.71,Animation,1894,55.96,13578,71.4,8.66,64,96,63,61,1.61,80,3.33,45-54,16,United Kingdom,7.53,29192395,11.04,27.54,16.58,Oct,41,48
Disney+,15873,11062,617,116,15.91,Documentary,883,40.15,8219,61.91,6.35,82,74,80,71,1.04,98,4.03,35-44,6,Germany,8.09,71308691,16.81,20.77,5.15,Feb,49,37
Netflix,4235,10905,4839,117,2.13,Romance,1031,44.88,13955,67.42,9.37,75,75,82,98,3.14,80,3.65,45-54,21,South Korea,8.96,53750577,12.94,15.3,14.99,Dec,49,44
Disney+,16695,8319,637,78,16.97,Documentary,1106,54.04,3414,81.69,7.11,90,85,94,50,3.5,78,4.43,55+,33,India,7.99,28195602,14.67,22.04,9.46,Nov,5,73
Netflix,15314,5829,1614,35,10.99,Action,1250,5.48,14522,89.94,8.95,74,81,88,59,4.38,70,4.44,35-44,29,South Korea,8.06,23099573,14.19,12.9,5.58,Aug,53,43
Disney+,10583,2824,1239,43,29.02,Horror,1069,23.36,2064,73.08,7.69,72,80,86,92,4.41,94,4.43,35-44,35,Japan,7.86,62093063,7.69,23.6,10.69,Aug,21,33
Amazon Prime,10393,6210,1313,208,4.92,Documentary,700,12.29,1577,79.78,8.25,87,72,78,95,4.5,89,4.63,25-34,17,Australia,8.66,31844269,14.07,22.21,9.08,Mar,13,34
Disney+,5094,5439,4406,190,28.79,Comedy,1847,43.64,3480,81.99,6.42,89,96,68,54,3.09,99,4.71,55+,34,France,8.61,53431483,10.12,27.09,14.38,Oct,52,52
Disney+,8557,13062,1974,211,11.18,Animation,933,38.34,866,64.15,8.39,82,97,75,82,1.54,85,4.95,25-34,7,Canada,7.96,20624658,7.63,17.82,12.96,Sep,5,31
Disney+,10820,5655,2268,170,17.89,Comedy,367,51.73,4426,68.27,7.94,73,74,85,76,3.01,97,3.75,18-24,22,Australia,7.53,10142275,16.5,29.34,8.06,Feb,23,37
Amazon Prime,9586,11095,2375,133,17.99,Animation,271,8.19,1906,94.04,7.78,62,96,100,96,3.94,72,3.34,25-34,32,Germany,8.57,38864870,18.19,17.83,17.17,Dec,12,66
Netflix,3478,11422,4843,189,10.14,Animation,1698,28.94,3297,85.17,6.97,79,81,61,84,3.83,95,4.5,55+,13,India,8.57,69479648,18.24,25.68,14.5,Mar,43,32
Disney+,3881,1048,4443,50,19.25,Horror,1573,15.73,3065,76.27,6.85,87,76,79,64,4.08,75,4.45,25-34,12,South Korea,7.4,67000798,12.83,22.98,13.29,Sep,30,31
Disney+,4263,5045,3722,84,25.69,Horror,789,20.62,6400,76.05,8.96,68,97,72,63,3.94,84,3.5,25-34,13,France,7.54,26694488,14.32,17.02,13.82,Sep,41,75
Amazon Prime,13454,5343,2205,33,3.44,Horror,1058,30.49,6379,85.16,7.48,56,76,77,83,2.33,76,3.38,25-34,23,United States,8.51,10453519,15.59,17.42,19.84,Apr,10,28
Amazon Prime,10652,9861,4941,43,1.61,Romance,1801,47.72,3478,94.67,8.87,51,90,68,81,4.33,78,3.99,25-34,30,South Korea,8.27,19188967,9.22,29.14,12.44,Mar,21,54
Disney+,1128,10376,2080,125,15.86,Romance,1241,35.94,9256,83.18,7.08,77,90,86,76,4.41,89,4.95,18-24,21,India,7.33,45111243,17.97,21.33,11.47,Jun,21,55
Disney+,12625,12168,4797,87,8.15,Romance,1101,43.01,1082,92.67,6.76,84,80,89,59,2.05,93,4.68,25-34,12,Canada,7.97,49268236,10.71,10.58,7.4,Jun,6,60
Netflix,12927,10683,3684,209,27.84,Comedy,1782,34.26,1359,90.89,6.35,58,81,78,54,3.52,99,3.9,45-54,26,France,7.33,72759980,6.1,26.83,18.73,Feb,28,46
Netflix,14428,934,1168,124,9.85,Animation,470,28.12,16804,87.82,6.43,87,94,81,77,1.16,76,3.85,45-54,21,India,7.15,20245043,18.29,20.42,12.92,Jan,30,65
Netflix,11454,6207,437,15,23.92,Drama,370,9.0,1812,75.27,8.93,62,98,67,88,1.42,88,3.37,18-24,28,Australia,7.02,34350313,17.32,14.63,18.1,Apr,48,60
Disney+,2994,7807,1403,41,22.02,Comedy,426,28.44,12841,82.52,6.8,85,71,69,69,1.42,77,3.96,45-54,19,Germany,7.79,28856788,11.81,19.1,16.94,Jun,28,45
Amazon Prime,4123,8304,1429,69,22.15,Horror,1818,49.69,8185,66.78,9.3,89,92,78,67,4.17,80,3.37,45-54,9,South Korea,8.32,42488345,14.29,21.85,17.14,Jul,27,33
Netflix,1505,9734,1879,185,18.11,Action,1530,52.55,3596,79.48,7.06,66,70,63,99,2.03,75,3.31,25-34,35,United Kingdom,7.09,44587421,12.2,13.05,12.33,Aug,5,65
Amazon Prime,5525,2939,1631,11,11.37,Comedy,217,24.96,11610,66.35,8.94,57,84,98,65,1.33,74,4.79,35-44,16,United Kingdom,7.79,29544391,15.37,25.64,16.46,Feb,14,28
Disney+,14065,10221,880,3,32.25,Romance,678,45.52,15573,69.66,8.57,59,73,80,97,4.21,72,4.84,25-34,19,Canada,8.27,36188665,5.12,13.42,5.35,Jun,26,37
Disney+,12324,14478,2159,66,30.84,Romance,880,33.74,1675,84.19,6.21,74,84,69,62,4.31,93,3.4,18-24,11,France,7.48,30981754,17.6,16.45,13.14,Dec,52,31
Disney+,7482,14450,3239,218,21.8,Animation,1478,29.43,13337,71.94,8.0,82,97,65,68,3.5,94,4.68,45-54,32,Canada,7.06,31431835,7.55,11.86,19.93,Mar,21,71
Disney+,15964,2428,2344,138,1.65,Romance,576,35.71,17816,72.88,8.02,66,88,90,89,1.08,80,3.03,25-34,22,Australia,8.96,32067716,6.13,21.91,9.42,Mar,5,58
Amazon Prime,3302,8989,1621,10,9.71,Comedy,1767,18.04,13873,60.13,8.51,90,97,70,59,2.08,80,4.11,45-54,26,United Kingdom,7.17,27497047,11.78,11.0,11.2,Aug,32,67
Amazon Prime,5483,13467,2998,129,9.26,Action,336,27.87,14126,83.8,6.36,73,72,81,64,2.25,73,3.91,55+,11,Canada,8.72,8349751,13.96,15.02,5.98,Sep,20,26
Netflix,8175,11264,4675,216,7.63,Documentary,1367,12.95,14663,68.61,8.17,57,79,96,94,2.14,90,3.47,55+,27,United Kingdom,8.05,49423723,18.38,14.03,17.18,Jan,7,64
Netflix,4952,14983,4938,149,21.32,Drama,1361,33.32,6734,69.04,7.62,64,83,84,67,3.13,83,4.41,55+,15,Germany,7.29,52167586,18.52,28.01,10.86,Dec,44,54
Netflix,1677,9323,4785,96,17.3,Action,1552,39.38,6358,80.52,7.56,80,74,80,54,1.39,91,4.1,35-44,29,Japan,7.59,20334091,5.1,26.52,16.03,Nov,48,62
Amazon Prime,2859,8914,3457,181,17.64,Comedy,855,59.92,12514,90.06,6.41,76,96,98,55,4.07,95,3.46,55+,33,France,8.85,20118649,5.59,19.85,19.77,Apr,17,46
Amazon Prime,9154,13152,2226,52,1.92,Comedy,1588,14.23,11946,67.9,8.34,54,71,62,91,1.5,71,3.79,55+,10,Australia,8.52,34928793,13.11,29.23,10.81,Apr,5,59
Disney+,3166,10246,1276,27,8.59,Documentary,630,39.23,9718,92.11,6.0,51,88,62,99,3.7,88,3.33,45-54,33,Japan,7.42,16698061,10.29,25.91,19.86,Aug,25,55
Disney+,14824,1227,1903,20,23.29,Animation,1727,6.89,1081,93.91,7.99,77,75,94,61,2.76,95,3.86,18-24,12,Japan,8.83,57682983,11.58,16.69,10.39,Aug,35,50
Disney+,1060,14488,1646,175,14.98,Animation,529,57.61,13417,72.27,6.71,53,85,76,59,3.62,71,3.05,35-44,14,Canada,8.51,23654720,12.35,27.21,19.08,Mar,19,37
Netflix,15073,12669,568,128,20.12,Drama,552,14.6,12870,69.95,6.66,88,96,97,93,1.91,74,3.8,55+,11,France,7.71,41329579,14.01,13.13,17.76,Sep,30,44
Disney+,8461,8179,667,211,7.03,Action,1199,18.78,9630,94.1,6.21,56,87,74,50,2.64,85,3.82,25-34,25,United States,7.09,45036546,12.5,18.82,8.23,Jan,26,72
Amazon Prime,16670,6116,1798,84,15.5,Horror,1685,55.3,15771,74.56,9.03,78,96,78,51,3.03,93,3.2,25-34,8,Australia,7.69,36538988,16.16,16.54,12.32,Jul,51,47
Disney+,15612,7256,4682,19,27.32,Horror,461,11.5,3845,61.75,8.18,64,98,99,79,3.84,71,4.88,18-24,20,Germany,7.95,58743588,19.08,20.56,12.36,Aug,38,35
Netflix,2722,12914,4411,224,23.66,Horror,128,50.82,4860,80.45,7.72,81,70,95,94,3.65,86,3.37,55+,16,South Korea,7.56,55640190,10.99,18.16,17.85,Aug,31,48
Netflix,16531,7375,4301,42,18.5,Horror,1860,18.04,7230,71.53,6.06,67,86,97,56,1.37,86,4.75,25-34,25,India,8.73,14462003,19.09,18.56,19.77,Sep,36,35
Disney+,4201,3170,3892,149,31.0,Drama,1951,12.6,5598,72.49,8.65,74,74,65,56,3.03,77,3.4,25-34,35,India,8.86,61033897,7.88,26.07,7.02,Aug,49,62
Netflix,7681,13868,3262,115,22.6,Action,136,7.21,2487,75.05,8.82,63,87,73,84,4.31,87,3.52,25-34,26,Japan,8.46,47076150,12.34,10.9,6.53,Jul,38,74
Disney+,15455,14826,3391,207,19.79,Documentary,707,25.72,2581,60.15,6.49,62,77,82,100,2.7,91,3.61,45-54,29,United States,8.15,68684915,17.64,11.77,7.6,Nov,13,25
Netflix,11849,4512,3573,42,14.45,Drama,1621,37.11,9455,61.01,6.08,77,83,83,54,3.78,93,4.77,25-34,30,France,8.93,63219227,6.68,18.43,7.11,Aug,54,31
Disney+,8566,13038,3947,116,18.45,Romance,875,46.0,12150,77.86,8.43,78,84,69,76,3.22,76,4.71,45-54,13,Germany,8.05,18885675,15.71,18.17,11.88,May,18,71
Disney+,4116,12472,4989,13,12.72,Romance,451,18.59,14671,92.53,7.91,51,87,75,81,3.72,79,3.74,18-24,6,France,7.32,38217194,5.32,29.72,9.81,Oct,50,58
Netflix,2261,2842,2156,214,29.2,Action,369,44.99,9134,73.72,8.74,59,90,82,95,1.1,100,3.06,25-34,24,Canada,8.41,42100512,6.2,13.95,10.14,Apr,14,33
Netflix,4644,7652,2478,111,28.89,Action,1519,54.01,5426,64.25,6.47,90,86,93,85,1.47,81,3.26,45-54,23,Germany,8.71,5085841,7.42,15.15,13.44,Jan,7,51
Amazon Prime,16827,8066,2804,186,7.09,Romance,629,10.54,3647,75.61,9.26,65,98,98,74,3.97,87,4.89,45-54,32,Canada,7.82,55869076,14.14,20.24,10.55,Sep,37,50
Amazon Prime,6178,7733,1090,118,18.7,Animation,604,40.9,17602,88.02,9.49,54,96,94,51,1.68,77,4.39,25-34,30,South Korea,8.27,28013774,7.96,18.59,10.01,Dec,31,39
Disney+,16311,14528,4790,14,34.02,Romance,725,15.42,14816,86.0,8.75,60,84,62,97,1.21,99,3.4,45-54,33,United Kingdom,8.91,73272594,5.47,22.02,15.92,Dec,41,57
Disney+,6723,3597,573,203,11.82,Documentary,1968,56.49,15201,72.44,7.57,60,90,84,65,3.0,70,3.18,45-54,26,France,8.51,21708767,16.69,20.21,15.3,Oct,27,30
Amazon Prime,9062,2889,3567,27,3.46,Comedy,1407,48.35,2431,82.29,8.98,70,93,67,72,2.86,81,4.65,18-24,27,South Korea,7.78,67248423,12.52,26.37,8.4,Aug,44,61
Amazon Prime,6048,8724,4095,194,22.2,Animation,137,50.16,8554,77.64,9.05,72,80,78,54,2.89,73,3.41,55+,5,Japan,7.41,74660577,12.47,13.61,17.21,Jun,16,65
Disney+,12944,14316,1159,78,33.03,Romance,233,45.93,8806,84.52,6.03,65,80,84,83,3.98,72,3.98,18-24,25,United Kingdom,7.54,32686499,11.67,12.08,19.04,Jan,19,64
Disney+,8189,12353,3896,217,3.7,Romance,1183,46.94,4361,70.1,8.48,67,89,62,95,2.54,79,3.61,55+,17,Canada,7.96,73645445,11.56,26.91,11.07,Oct,52,49
Amazon Prime,15704,12833,4493,141,22.53,Comedy,396,32.14,16315,71.95,8.01,67,70,74,65,2.79,74,4.61,55+,35,Australia,8.57,23379114,14.27,25.16,8.64,May,47,38
Amazon Prime,8475,1137,3150,201,11.31,Documentary,1012,58.28,10188,63.62,9.12,75,93,79,73,3.37,74,4.79,55+,24,United Kingdom,8.34,34607777,15.91,27.75,6.97,Feb,50,26
Amazon Prime,15990,7889,3772,164,23.58,Animation,450,38.43,12638,62.12,9.25,79,86,84,78,3.17,86,3.15,18-24,12,Brazil,8.63,65868516,8.12,19.38,10.88,Mar,38,71
Netflix,12640,9956,630,133,10.59,Comedy,1584,41.92,5170,61.25,6.82,87,81,65,91,4.0,89,3.72,35-44,29,Brazil,7.48,21478086,11.21,23.36,12.73,Jan,28,42
Amazon Prime,9575,8557,3173,179,3.45,Drama,145,50.14,17435,78.38,9.0,68,80,66,67,1.75,83,4.01,35-44,35,India,7.83,7792494,14.57,26.46,14.15,Mar,5,41
Netflix,7263,5887,4235,90,10.75,Horror,506,57.4,5977,81.85,6.88,66,94,82,86,2.02,73,3.17,35-44,27,South Korea,8.6,70415841,14.84,10.96,11.6,Sep,20,48
Amazon Prime,7448,12518,2211,96,27.69,Romance,860,16.33,7101,78.34,6.35,79,99,72,84,1.0,71,3.48,35-44,10,Australia,7.52,71160218,12.32,13.44,7.46,Sep,13,70
Netflix,4918,14227,4025,227,29.95,Action,629,52.32,9377,93.99,9.11,79,74,79,99,3.71,95,4.06,18-24,27,India,7.81,50735938,19.04,25.93,9.09,Jun,41,63
Amazon Prime,14479,13315,4936,46,31.58,Romance,450,18.35,2236,82.19,9.03,65,98,67,79,4.27,74,3.48,25-34,33,United Kingdom,8.0,25172414,6.74,15.62,19.89,Jul,49,62
Disney+,4441,14967,4395,146,23.61,Documentary,1849,46.65,9835,71.79,7.18,87,100,77,81,2.32,73,4.51,18-24,35,United Kingdom,7.67,11398942,17.47,29.48,16.0,Dec,13,68
Netflix,6971,12518,2454,66,30.98,Drama,538,13.96,584,75.93,9.13,57,76,100,91,1.48,73,3.33,55+,35,India,8.36,27528336,6.9,22.18,10.01,Nov,49,62
Netflix,11008,10956,284,169,0.67,Romance,995,45.81,4042,72.81,9.17,55,75,64,92,3.16,92,4.05,35-44,5,India,7.06,16864401,11.22,27.4,10.81,Apr,12,65
Netflix,4162,8868,1529,197,7.2,Action,1537,16.86,1219,65.49,9.03,70,83,91,77,1.06,92,3.22,45-54,16,South Korea,7.94,60600872,13.85,10.11,17.92,Sep,46,57
Amazon Prime,12121,3120,4442,216,8.46,Horror,250,20.11,14401,82.75,8.75,78,95,79,61,1.56,83,4.92,35-44,16,Canada,7.18,53218302,16.5,10.96,9.96,Feb,54,42
Netflix,11451,9488,1877,179,8.1,Action,169,56.28,13948,70.54,6.25,87,75,92,61,1.28,71,4.6,55+,25,South Korea,8.92,27964944,8.3,29.56,12.96,Jun,47,49
Netflix,13236,6171,3545,105,16.24,Romance,1667,20.94,15043,92.85,8.06,74,71,92,97,3.5,89,4.17,25-34,10,Australia,7.34,36578625,8.2,10.49,6.93,Dec,39,62
Netflix,6567,2619,2587,147,0.73,Drama,1034,47.33,7216,84.56,8.64,70,81,64,90,2.93,100,4.33,45-54,18,Australia,8.17,72280658,17.55,29.46,6.98,Oct,14,46
Amazon Prime,16496,8945,4728,75,21.53,Horror,459,23.9,16508,65.52,8.69,59,96,86,84,4.43,93,4.74,55+,18,Germany,8.83,71093473,5.35,19.25,9.79,Jan,52,57
Amazon Prime,9491,12944,4042,156,26.13,Horror,1481,44.67,11375,60.58,6.9,70,90,97,97,1.28,90,4.37,25-34,7,Brazil,8.59,61338005,13.91,17.02,16.45,Aug,19,32
Disney+,14200,8730,1828,100,3.58,Drama,1407,39.46,12990,89.7,8.93,82,87,91,93,2.81,91,4.49,45-54,5,United Kingdom,7.46,15434920,19.27,18.85,11.14,Aug,50,56
Netflix,6737,2300,4779,115,20.04,Comedy,782,40.85,8603,79.24,8.87,78,83,82,63,4.19,88,4.8,25-34,19,India,7.47,52731787,8.12,29.86,13.54,Aug,16,39
Netflix,1986,7163,4554,156,27.6,Documentary,1011,41.64,17144,81.77,7.01,71,100,82,83,3.47,82,3.98,18-24,12,India,7.52,50972001,12.85,14.81,5.56,Jun,49,61
Netflix,7638,3078,1558,91,8.96,Documentary,903,54.88,16818,69.12,6.23,66,71,95,87,3.34,75,4.57,25-34,25,United States,8.85,22825323,19.13,29.23,13.79,Feb,54,28
Amazon Prime,8206,974,222,85,26.31,Comedy,874,46.99,3081,77.43,7.52,62,77,87,96,1.37,77,3.02,55+,17,South Korea,8.09,71623639,13.4,21.57,18.26,Mar,10,62
Netflix,16973,1176,1355,122,31.44,Animation,1108,47.64,14614,66.79,8.21,53,90,80,94,1.83,79,3.97,35-44,16,France,8.55,17688087,19.9,19.15,6.51,Dec,10,54
Netflix,15042,934,3160,52,1.57,Documentary,1512,24.95,17216,70.2,8.55,87,95,93,79,4.29,88,3.62,25-34,19,United States,7.24,31072881,16.68,22.69,14.71,Nov,29,72
Amazon Prime,9986,3003,1224,158,32.35,Documentary,1852,53.59,13468,79.0,9.21,65,84,87,88,3.79,94,4.04,55+,14,Australia,8.97,39620630,9.73,24.82,17.67,Feb,29,52
Disney+,13449,3111,4946,54,25.78,Action,156,22.38,17596,64.31,7.88,67,76,89,92,3.53,73,3.14,18-24,32,Australia,8.83,59929376,9.68,10.88,5.96,Feb,55,70
Amazon Prime,16091,6263,4965,85,32.01,Comedy,648,18.5,1956,92.02,7.19,73,85,61,90,3.78,79,4.11,55+,33,Japan,7.62,25021689,8.3,27.03,9.6,Oct,33,66
Amazon Prime,5677,14626,2376,122,29.5,Animation,320,17.58,16553,73.34,7.73,59,77,96,95,4.1,84,4.01,35-44,27,South Korea,8.1,23262299,9.05,23.99,14.39,May,51,55
Disney+,15974,11154,631,154,12.34,Action,1215,51.53,10604,78.88,7.83,59,70,69,76,1.6,84,4.22,45-54,29,Germany,7.52,26734150,16.87,29.61,6.65,Feb,23,61
Amazon Prime,15699,3055,3428,76,34.15,Drama,238,47.62,9112,61.86,8.77,50,95,67,60,3.6,80,3.03,45-54,22,Canada,7.01,29147123,7.97,23.52,9.06,Oct,8,35
Disney+,11603,5909,4173,138,6.09,Romance,1551,43.94,9265,64.5,9.46,64,89,97,69,2.83,82,3.37,45-54,24,United States,8.78,25099198,13.41,17.7,15.36,Jul,9,51
Amazon Prime,4795,9144,4590,199,22.86,Action,753,17.4,6479,65.09,8.51,66,89,70,99,3.87,83,4.85,45-54,26,United States,8.96,22344346,14.34,23.02,7.47,Nov,27,49
Disney+,1914,11095,2264,6,12.59,Romance,789,34.69,13735,78.35,7.65,59,88,93,59,1.48,94,4.17,25-34,8,Canada,8.81,9956673,19.84,26.57,11.47,Apr,5,69
Disney+,5152,4787,2832,95,26.81,Animation,176,16.8,3993,71.77,9.44,84,98,90,69,3.88,76,3.93,18-24,13,Canada,8.35,7600769,7.38,17.87,11.66,Sep,27,66
Amazon Prime,5819,4032,3442,10,3.91,Drama,1984,47.2,2199,94.46,8.96,85,99,99,52,1.08,97,3.59,18-24,13,Japan,8.88,36804001,6.89,28.07,13.4,Nov,12,37
Disney+,2189,14744,933,17,34.52,Documentary,683,23.73,12132,68.58,6.48,85,88,70,94,3.22,89,3.86,55+,25,France,8.73,61151466,10.98,22.26,18.92,Mar,23,34
Amazon Prime,3112,4330,4125,88,6.19,Animation,1628,14.21,16725,86.4,6.74,73,86,77,70,1.36,71,3.96,25-34,16,France,7.74,61876602,12.5,29.92,16.47,Mar,20,42
Disney+,4501,9571,2690,118,3.68,Animation,1393,59.06,5053,76.5,8.95,82,75,71,67,2.8,99,3.32,35-44,21,South Korea,8.42,41010581,16.53,28.42,6.02,Aug,33,63
Netflix,5427,4673,1247,206,31.01,Animation,864,25.64,12826,87.97,6.06,52,77,98,50,3.42,70,3.26,18-24,18,Australia,7.48,36401696,6.82,19.8,11.72,May,23,30
Amazon Prime,2521,11873,4794,171,32.83,Romance,1340,38.22,15857,75.95,7.01,66,96,75,81,1.64,90,3.16,35-44,32,United Kingdom,7.78,12145974,6.52,25.14,19.38,Jan,27,29
Netflix,2912,3856,349,104,25.01,Documentary,657,7.78,13896,64.55,9.26,51,87,90,67,3.0,94,4.65,45-54,20,Japan,8.28,12647572,8.39,28.31,12.83,Aug,46,31
Netflix,5175,7782,3956,201,22.32,Comedy,324,45.2,15907,71.52,9.28,72,72,65,92,2.67,74,4.89,45-54,18,United Kingdom,8.09,27830986,9.3,22.96,10.63,Sep,25,26
Netflix,9420,9861,737,96,27.99,Animation,1075,32.54,4013,73.02,7.32,69,71,67,77,3.21,74,3.35,18-24,7,India,7.23,30308152,6.94,29.74,17.81,Jan,37,56
Amazon Prime,11228,8907,2701,85,15.65,Romance,426,46.94,1296,67.36,7.54,73,97,62,53,2.28,85,4.89,45-54,24,Germany,8.43,47337409,13.71,10.68,8.8,Nov,23,71
Disney+,8606,2345,4018,205,12.7,Drama,1531,38.65,11645,86.65,7.38,58,100,61,74,1.6,92,3.47,55+,25,France,7.88,10315483,16.67,20.35,18.68,Mar,46,26
Netflix,9010,4920,1091,222,10.63,Romance,1047,16.13,17649,73.61,8.1,88,94,88,96,3.4,78,4.63,25-34,20,United Kingdom,7.35,53649274,7.09,19.97,5.08,Jun,45,64
Disney+,2270,6583,296,165,24.7,Animation,1921,42.38,1402,91.6,7.8,82,86,65,54,1.83,86,3.87,45-54,35,Brazil,8.63,10524557,11.16,18.0,17.42,Jun,30,57
Disney+,8746,6732,1222,137,2.92,Comedy,449,33.51,15251,94.85,9.4,89,73,97,70,4.2,71,3.4,35-44,28,Australia,7.24,37700944,19.04,28.75,13.03,Sep,11,35
Amazon Prime,2079,5307,1318,35,22.5,Horror,1601,54.84,15891,67.33,7.81,53,73,83,92,3.81,98,3.95,35-44,18,Germany,8.09,40622350,7.3,13.34,13.89,Aug,12,65
Netflix,3676,5903,3596,210,34.62,Romance,670,46.86,2230,88.86,8.51,86,95,76,60,2.49,100,4.76,25-34,26,Australia,7.97,19904163,16.28,22.71,16.37,Jul,36,25
Amazon Prime,11354,8769,4673,88,4.71,Horror,1538,6.28,8385,68.49,6.58,75,76,73,50,1.9,98,3.89,55+,22,United States,8.21,50820041,13.55,11.73,9.89,Nov,48,46
Netflix,13365,10593,2117,95,8.98,Drama,1593,47.17,13219,74.1,8.84,52,70,94,91,2.28,98,4.63,45-54,18,United Kingdom,8.57,7773800,15.51,24.48,6.25,Apr,43,72
Netflix,5182,12651,1436,146,31.87,Romance,523,22.34,5178,94.07,9.46,76,70,85,57,4.38,83,4.21,55+,12,Brazil,7.55,3687921,18.36,13.84,17.82,Jul,28,61
Amazon Prime,3497,13950,648,119,32.87,Comedy,1635,49.98,14431,68.78,8.28,66,81,83,77,3.13,90,4.75,55+,26,France,7.99,42257965,12.3,17.98,19.97,Nov,26,36
Amazon Prime,12772,12486,543,103,8.74,Romance,515,57.97,9926,90.12,6.69,76,79,98,61,3.06,72,3.66,55+,30,France,7.15,7462283,6.95,13.6,15.65,Aug,17,45
Disney+,14915,12989,4545,161,9.72,Documentary,131,17.61,10811,88.91,7.34,53,85,87,67,2.84,74,3.26,25-34,26,France,8.67,15476112,15.54,23.91,9.59,Jun,12,49
Disney+,5647,2275,2768,106,6.62,Comedy,1976,14.18,6589,73.12,7.2,65,79,89,81,2.12,96,4.7,55+,17,India,7.32,17243670,19.14,26.49,16.58,Jan,5,30
Disney+,14236,14229,3046,144,8.28,Drama,1543,40.9,4245,92.06,6.42,81,80,78,86,2.4,70,3.1,55+,10,India,7.68,16487026,13.57,24.57,11.11,Aug,18,74
Amazon Prime,14696,8486,1488,101,20.76,Horror,957,10.17,7561,61.98,9.15,75,72,66,97,2.43,95,3.92,18-24,13,Australia,8.51,45850582,18.46,16.33,13.64,Mar,12,73
Netflix,11764,10573,3143,195,24.05,Action,705,18.44,5389,77.85,7.62,83,89,62,75,1.99,70,3.58,45-54,11,France,8.58,22413190,9.31,17.27,6.69,Dec,25,74
Netflix,7236,3887,2859,16,30.03,Animation,651,33.89,11991,73.61,6.8,52,82,86,65,1.08,73,4.57,35-44,22,Japan,8.77,19219202,14.2,15.54,15.68,Feb,16,47
Disney+,12524,5250,912,4,8.85,Documentary,1139,41.72,2564,62.65,8.76,69,99,96,91,3.84,81,4.43,35-44,5,Germany,8.72,8784053,10.73,18.29,5.81,Sep,53,63
Disney+,9549,1161,4050,184,28.21,Horror,1875,13.33,7488,89.39,8.41,82,73,95,57,3.68,97,3.33,55+,6,India,8.9,23967056,8.38,18.78,8.52,Sep,7,54
Amazon Prime,3006,5453,3737,120,6.38,Drama,278,21.83,3647,65.64,7.24,51,74,68,51,4.18,76,4.19,55+,23,Germany,7.91,62576209,8.33,20.46,7.23,Nov,9,38
Amazon Prime,15261,12238,1364,126,4.6,Horror,1759,30.31,10582,74.75,7.1,84,74,90,95,4.01,75,4.07,45-54,20,United Kingdom,8.03,70594302,7.21,14.28,11.6,Nov,13,68
Netflix,9200,5066,3882,161,31.91,Documentary,802,27.44,16821,60.08,8.58,85,85,95,61,3.86,77,3.89,35-44,7,France,8.52,6316900,6.28,17.35,11.61,Apr,9,35
